No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
679,Low-Fat Vanilla Yogurt,Dairy,1 cup,224.65,10.93,2.85,31.61,193.93,1,0,0,0,0,1.0,Duplicate
680,Red Radish,Vegetables,Sliced (1/2 cup),56.34,0.41,0.1,2.0,10.09,0,0,0,0,0,0.25,Duplicate
681,Evaporated Milk,Dairy,6 tbsp,99.56,7.08,7.91,9.86,138.29,1,0,0,0,0,0.75,Duplicate
682,Hamour Fish (Grouper),Protein,Palm-sized portion,98.93,19.52,3.45,0.2,109.89,0,0,0,0,0,0.75,Duplicate
683,Blackberries,Fruits,1 cup,142.86,2.04,0.68,13.67,66.98,0,1,0,1,1,0.0,Duplicate
684,Margarine (Salted),Fats and Oils,1 tsp,4.64,0.04,3.73,0.04,35.83,0,0,0,0,0,1.0,Duplicate
685,Cheddar Cheese,Dairy,2 tbsp,28.05,7.2,9.41,0.4,115.85,0,0,0,0,0,0.5,Duplicate
686,Pear,Fruits,1 medium one,164.76,0.62,0.2,26.11,109.61,0,1,0,1,1,0.0,Duplicate
687,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,100.88,17.69,10.56,0.0,167.68,0,0,0,0,0,1.0,Duplicate
688,Hamour with Rice,Protein,1/2 cup,97.09,26.49,3.11,0.0,134.25,0,0,0,0,1,0.5,Duplicate
689,Roasted Duck with Skin,Protein,Palm-sized portion,85.43,15.63,23.42,0.0,274.08,1,0,0,0,1,0.75,Duplicate
690,Low-Fat Chocolate Milk,Dairy,1 cup,243.44,7.41,4.67,30.68,195.06,1,0,0,0,0,0.25,Duplicate
691,Kingfish,Protein,Palm-sized portion,99.6,18.93,9.35,0.0,159.42,0,0,0,0,0,0.0,Duplicate
692,Sheep's Milk,Dairy,1 cup,244.67,14.97,17.2,12.92,266.69,1,0,0,0,0,0.75,Duplicate
693,Chicken Egg,Protein,1 egg,48.69,6.33,4.92,0.4,70.33,1,0,0,0,0,0.25,Duplicate
694,Sweetened Corn Flakes,Grains,1 cup,37.65,2.02,0.52,33.76,146.03,1,1,0,1,0,0.0,Duplicate
695,Yellow Beans,Vegetables,1 cup,175.62,15.98,1.85,44.15,256.15,1,0,0,0,0,0.25,Duplicate
696,Broasted Chicken Breast,Protein,1/2 small chicken breast,86.43,26.97,2.98,0.0,134.9,1,0,1,0,1,1.0,Duplicate
697,Cooked Oats,Grains,1 cup,219.44,6.82,1.92,25.11,145.18,1,1,0,1,0,0.25,Duplicate
698,Duck Egg,Protein,1 egg,68.81,8.82,9.55,1.01,124.98,1,0,0,0,0,0.75,Duplicate
699,Avocado,Fruits,1 cup (sliced),150.24,2.88,21.38,12.3,251.7,0,1,0,1,1,1.0,Duplicate
700,Boiled Egg,Protein,1 egg,49.73,6.45,5.23,0.6,74.23,1,0,0,0,0,0.25,Duplicate
701,Full-Fat Milk,Dairy,1/3 cup,100.81,3.57,3.03,5.46,64.74,0,0,0,0,0,0.5,Duplicate
702,Grapefruit,Fruits,1/2 medium one,115.18,0.7,0.1,9.3,39.14,0,1,0,1,1,0.5,Duplicate
703,Green Hot Pepper,Vegetables,1 piece,45.53,0.9,0.1,4.41,20.68,0,0,0,0,0,0.75,Duplicate
704,Carrot,Vegetables,1 one,71.26,0.69,0.2,6.72,31.4,0,0,0,0,0,0.25,Duplicate
705,Rice (cooked),Grains,1 cup,159.78,4.28,0.43,45.51,201.24,1,1,0,1,0,0.75,Duplicate
706,Cooked Pasta,Grains,1 cup,143.37,6.61,0.94,40.23,195.52,0,0,0,0,1,1.0,Duplicate
707,Chicken Liver,Protein,3 medium pieces,85.42,20.52,4.75,0.77,128.86,0,0,1,0,1,0.5,Duplicate
708,Dried Apple,Fruits,1 slice,96.92,0.91,0.3,65.36,265.98,0,1,0,1,1,0.75,Duplicate
709,Corn Flakes,Grains,1 cup,168.92,15.36,8.05,119.74,613.63,1,1,0,1,0,0.75,Duplicate
710,Roasted Duck with Skin,Protein,Palm-sized portion,84.42,16.4,24.61,0.0,287.72,1,0,0,0,1,1.0,Duplicate
711,Sheri Fish (Emperor),Protein,Palm-sized portion,99.09,19.52,1.08,0.0,87.73,0,0,0,0,0,0.75,Duplicate
712,Banana,Fruits,1 medium one,119.35,1.3,0.4,26.26,113.12,0,1,0,1,1,0.5,Duplicate
713,Pigeon,Protein,Palm-sized portion,98.12,21.27,3.31,0.0,112.91,0,0,0,0,0,1.0,Duplicate
714,Tamarind,Fruits,1 cup,123.25,3.48,0.71,73.75,315.7,0,1,0,1,1,1.0,Duplicate
715,Leek (Greens),Vegetables,1 bunch (1 cup),90.64,1.3,0.31,12.34,56.95,1,0,0,0,0,0.5,Duplicate
716,Purslane,Vegetables,1 cup,43.38,0.59,0.0,1.47,9.71,0,0,0,0,0,0.5,Duplicate
717,Leek (Greens),Vegetables,4 tsp,39.97,0.99,0.0,6.6,28.4,1,0,0,0,0,0.5,Duplicate
718,Brown Sugar,Grains,1 tsp,2.96,0.0,0.0,3.01,12.86,1,1,0,1,0,1.0,Duplicate
719,Scrambled Egg with Milk,Protein,1 egg,59.69,6.62,7.39,1.29,99.88,1,0,1,0,0,1.0,Duplicate
720,Sheep's Milk,Dairy,1 cup,244.86,14.99,17.23,13.48,268.19,1,0,0,0,0,0.5,Duplicate
721,Fat-Free Yogurt,Dairy,1 cup,221.03,13.11,0.39,17.06,125.82,1,0,0,0,0,0.75,Duplicate
722,Leek (Greens),Vegetables,1 bunch (1 cup),89.9,1.27,0.29,12.25,58.57,1,0,0,0,0,1.0,Duplicate
723,Apricot,Fruits,3 pieces,103.53,1.51,0.4,11.66,55.1,0,1,0,1,1,1.0,Duplicate
724,Sheep's Milk,Dairy,1 cup,247.41,14.73,17.22,13.04,267.53,1,0,0,0,0,0.0,Duplicate
725,Green Peas,Vegetables,1 cup,164.61,8.68,0.41,25.55,139.96,1,0,0,0,0,0.25,Duplicate
726,Sunflower Oil,Fats and Oils,1 tsp,14.03,0.0,13.86,0.0,123.34,0,0,0,0,0,0.75,Duplicate
727,Lentils,Vegetables,1 cup,199.87,18.3,0.82,40.27,240.3,0,0,0,0,0,0.75,Duplicate
728,Rice (cooked),Grains,1 cup,159.69,4.12,0.44,43.67,195.68,1,1,0,1,0,1.0,Duplicate
729,Potato,Vegetables,1 medium one,212.97,4.33,0.19,38.24,172.54,0,0,0,0,0,0.25,Duplicate
730,Eggplant (Aubergine),Vegetables,1/2 cup,80.72,0.85,0.15,4.92,24.78,1,0,1,0,1,0.25,Duplicate
731,Sweetened Corn Flakes,Grains,1 cup,37.75,2.01,0.53,33.29,147.32,1,1,0,1,0,0.0,Duplicate
732,Feta Cheese,Dairy,2 tbsp,27.26,4.0,5.86,1.1,74.05,0,0,0,0,0,0.0,Duplicate
733,Chicken Egg,Protein,1 egg,49.6,6.23,5.12,0.39,71.56,1,0,0,0,0,1.0,Duplicate
734,Grilled Gargafan Fish,Protein,Palm-sized portion,101.59,22.66,1.84,0.0,106.07,0,0,0,0,1,0.0,Duplicate
735,Fried Sheri Fish,Protein,Palm-sized portion,102.64,25.74,7.03,0.0,164.68,0,0,0,0,1,0.0,Duplicate
736,Oatmeal Bread,Grains,1 small slice,27.39,2.34,1.23,13.36,73.21,1,1,0,1,0,1.0,Duplicate
737,Roasted Duck without Skin,Protein,Palm-sized portion,82.47,19.55,9.53,0.0,165.69,1,0,0,0,1,1.0,Duplicate
738,Kingfish,Protein,Palm-sized portion,98.23,19.66,9.21,0.0,161.27,0,0,0,0,0,1.0,Duplicate
739,Sweet Canned Corn,Vegetables,1 cup,166.94,4.37,1.69,31.08,158.86,0,0,0,0,0,0.0,Duplicate
740,Goat's Milk,Dairy,1 cup,244.21,8.76,10.28,10.62,170.0,0,0,0,0,0,0.5,Duplicate
741,Parsley,Vegetables,10 sprigs,9.99,0.3,0.1,0.61,4.26,0,0,0,0,0,1.0,Duplicate
742,Pineapple,Fruits,1 cup (chunks),152.29,0.82,0.2,19.71,84.22,0,1,0,1,1,0.0,Duplicate
743,Quaker Oats,Grains,2.5 tbsp,38.96,6.98,3.22,25.47,158.78,1,1,0,1,0,0.0,Duplicate
744,Cucumber,Vegetables,1 large piece,297.58,2.05,0.3,11.06,56.69,0,0,0,0,0,0.0,Duplicate
745,Fried Pigeon,Protein,Palm-sized portion,100.38,27.49,4.13,0.0,145.49,0,0,0,0,0,0.75,Duplicate
746,Boiled Ground Beef,Protein,2 tbsp,86.8,20.3,18.07,0.0,243.52,1,0,0,0,1,0.5,Duplicate
747,Beetroot,Vegetables,Sliced (1/2 cup),68.09,1.12,0.1,6.46,30.93,0,0,0,0,0,0.5,Duplicate
748,Dried Apple,Fruits,1 slice,98.06,0.92,0.3,66.13,270.17,0,1,0,1,1,0.0,Duplicate
749,Arugula (Rocket),Vegetables,1 cup,33.24,0.81,0.0,0.39,3.86,0,0,0,0,0,0.25,Duplicate
750,Feta Cheese,Dairy,2 tbsp,28.3,3.95,5.92,1.08,74.64,0,0,0,0,0,1.0,Duplicate
751,Banana Chips,Fruits,2 tbsp,27.24,0.61,9.6,15.91,153.44,0,1,0,1,1,0.75,Duplicate
752,Chicken,Protein,Palm-sized portion,85.3,18.6,2.57,0.0,96.26,0,0,0,0,1,0.0,Duplicate
753,Margarine (Unsalted),Fats and Oils,1 tsp,4.57,0.02,3.8,0.02,33.57,1,0,0,0,0,1.0,Duplicate
754,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,28.18,6.19,6.41,0.59,85.56,0,0,0,0,0,0.0,Duplicate
755,Dried Plums (Prunes),Fruits,1 cup (halves),161.87,5.97,1.17,96.64,419.15,0,1,0,1,1,0.75,Duplicate
756,Figs,Fruits,1 medium one,48.92,0.4,0.2,9.88,43.87,0,1,0,1,1,1.0,Duplicate
757,Goat's Milk,Dairy,1 cup,245.37,8.95,10.34,11.13,173.55,0,0,0,0,0,0.25,Duplicate
758,Fried Sheri Fish,Protein,Palm-sized portion,98.24,26.46,7.02,0.0,167.66,0,0,0,0,1,1.0,Duplicate
759,Chicken Liver,Protein,3 medium pieces,84.41,21.26,4.52,0.77,130.53,0,0,1,0,1,0.25,Duplicate
760,Toasted White Bread,Grains,1/4 loaf,21.38,1.99,0.92,12.32,64.26,1,1,1,1,0,0.25,Duplicate
761,Grilled Safi Fish,Protein,Palm-sized portion,97.68,27.86,4.36,0.0,149.43,0,0,0,0,1,1.0,Duplicate
762,Egg White,Protein,1 egg white,33.26,3.67,0.1,0.2,17.52,1,0,0,0,0,0.5,Duplicate
763,Parsley,Vegetables,10 sprigs,10.25,0.3,0.1,0.6,3.55,0,0,0,0,0,0.5,Duplicate
764,Low-Fat Cream Cheese,Dairy,2 tbsp,27.65,2.26,4.42,2.29,56.17,1,0,0,0,0,0.75,Duplicate
765,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.76,6.09,8.46,0.72,102.57,1,0,0,0,0,1.0,Duplicate
766,Taro,Vegetables,1 cup,102.59,1.55,0.2,27.42,118.26,0,0,0,0,0,0.5,Duplicate
767,Green Peas,Vegetables,1 cup,163.74,8.46,0.39,25.6,140.85,1,0,0,0,0,0.25,Duplicate
768,Orange Peel,Fruits,1 tsp,6.01,0.1,0.0,1.49,5.16,0,1,0,1,1,0.75,Duplicate
769,Goose Egg,Protein,1 egg,143.56,19.88,19.58,1.95,264.99,1,0,0,0,0,0.5,Duplicate
770,Soft Goat Milk Cheese,Dairy,2 tbsp,28.36,5.2,5.78,0.2,73.58,1,0,0,0,0,0.25,Duplicate
771,Goose Egg,Protein,1 egg,143.85,19.81,18.82,1.9,254.73,1,0,0,0,0,0.25,Duplicate
772,Toasted White Bread,Grains,1/4 loaf,22.49,2.01,0.89,12.26,65.19,1,1,1,1,0,0.75,Duplicate
773,Arugula (Rocket),Vegetables,1 cup,34.82,0.81,0.0,0.4,3.61,0,0,0,0,0,1.0,Duplicate
774,Feta Cheese,Dairy,2 tbsp,27.83,4.02,6.05,1.09,72.94,0,0,0,0,0,0.0,Duplicate
775,Red Hot Pepper,Vegetables,1 piece,44.01,0.81,0.2,4.1,23.3,0,0,0,0,0,0.0,Duplicate
776,Rice Bran,Grains,1 cup,115.07,15.95,23.98,59.93,520.03,1,1,0,1,0,0.25,Duplicate
777,Sheep's Milk,Dairy,1 cup,243.82,14.3,16.92,12.76,260.32,1,0,0,0,0,0.5,Duplicate
778,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,31.64,2.39,0.1,3.52,23.85,1,0,0,0,0,0.0,Duplicate
779,Quaker Oats,Grains,2.5 tbsp,39.05,6.66,3.23,25.0,154.3,1,1,0,1,0,0.5,Duplicate
780,Cheese Bread,Grains,1 piece,64.84,4.69,12.32,28.54,242.58,1,1,1,1,0,0.25,Duplicate
781,Cheese Croissant,Grains,1 medium piece,57.47,5.22,12.04,26.91,236.26,1,1,1,1,0,0.75,Duplicate
782,White Bread,Grains,1/4 loaf,25.03,1.95,0.82,12.8,65.22,1,1,0,1,0,1.0,Duplicate
783,Boiled Egg,Protein,1 egg,49.39,6.28,5.34,0.58,76.22,1,0,0,0,0,1.0,Duplicate
784,Cheddar Cheese,Dairy,2 tbsp,28.64,7.14,9.15,0.41,111.23,0,0,0,0,0,0.75,Duplicate
785,Fat-Free Chocolate Yogurt,Dairy,1 cup,225.08,8.0,0.0,52.61,241.94,1,0,0,0,0,0.25,Duplicate
786,Carrot,Vegetables,1 one,72.4,0.7,0.2,6.86,33.65,0,0,0,0,0,0.5,Duplicate
787,Tomato Paste,Vegetables,168 grams (1 can),168.66,7.18,0.79,31.62,161.01,0,0,0,0,0,0.5,Duplicate
788,Bran Bread,Grains,1/4 loaf,35.44,3.11,1.2,17.45,91.53,1,1,0,1,0,1.0,Duplicate
789,Soft Goat Milk Cheese,Dairy,2 tbsp,28.55,5.14,5.93,0.2,74.03,1,0,0,0,0,0.0,Duplicate
790,Banana,Fruits,1 medium one,119.63,1.32,0.39,26.74,117.67,0,1,0,1,1,0.75,Duplicate
791,Leek (Greens),Vegetables,1 bunch (1 cup),91.29,1.33,0.3,12.93,58.25,1,0,0,0,0,0.5,Duplicate
792,Rice Bran,Grains,1 cup,119.87,15.57,25.04,58.3,519.17,1,1,0,1,0,0.0,Duplicate
793,Red Hot Pepper,Vegetables,1 piece,45.94,0.8,0.2,3.91,20.1,0,0,0,0,0,0.5,Duplicate
794,Cooked Pigeon,Protein,Palm-sized portion,84.53,20.56,10.73,0.0,179.61,0,0,0,0,0,0.75,Duplicate
795,Cheddar Cheese,Dairy,2 tbsp,27.23,6.94,9.54,0.39,116.64,0,0,0,0,0,0.75,Duplicate
796,Oatmeal Bread with Bran,Grains,1 small slice,30.67,3.12,1.3,11.82,71.79,1,1,1,1,0,1.0,Duplicate
797,Wheat Bran,Grains,1 cup,56.99,9.22,2.57,38.47,215.41,1,1,0,1,0,0.5,Duplicate
798,Soybean,Vegetables,1 cup,175.77,29.32,15.11,16.98,319.82,1,0,0,0,0,1.0,Duplicate
799,Yogurt,Dairy,1/3 cup,100.52,3.26,2.53,5.49,55.99,1,0,0,0,0,0.75,Duplicate
800,Cooked Noodles,Grains,1 cup,156.61,7.44,2.29,40.63,210.95,0,1,1,1,1,0.0,Duplicate
801,Nectarine,Fruits,1 medium one,132.75,1.39,0.41,14.14,67.52,0,1,0,1,1,0.25,Duplicate
802,Sweetened Corn Flakes,Grains,1 cup,37.08,2.04,0.54,33.74,149.87,1,1,0,1,0,1.0,Duplicate
803,Pineapple,Fruits,1 cup (chunks),150.95,0.79,0.19,20.58,87.14,0,1,0,1,1,1.0,Duplicate
804,Cooked Noodles,Grains,1 cup,164.06,7.68,2.41,40.64,214.88,0,1,1,1,1,0.25,Duplicate
805,Black Beans,Vegetables,1 cup,162.97,14.77,4.12,44.47,273.3,1,0,0,0,0,0.75,Duplicate
806,Fried Chicken Thigh,Protein,1 medium chicken thigh,83.41,18.86,13.91,7.32,228.25,0,0,1,0,1,0.25,Duplicate
807,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,102.69,20.13,3.66,0.4,114.2,1,0,0,0,1,0.0,Duplicate
808,Red Radish,Vegetables,Sliced (1/2 cup),58.46,0.39,0.1,2.05,11.8,0,0,0,0,0,0.75,Duplicate
809,Meed Fish (Silver Biddy),Protein,Palm-sized portion,102.32,18.8,16.31,0.0,220.9,0,0,0,0,0,0.75,Duplicate
810,Roasted Duck with Skin,Protein,Palm-sized portion,84.12,15.96,23.41,0.0,275.76,1,0,0,0,1,0.0,Duplicate
811,Cooked Oats,Grains,1 cup,223.71,6.91,1.85,25.72,147.48,1,1,0,1,0,0.5,Duplicate
812,Safi Fish (Rabbitfish),Protein,Palm-sized portion,100.83,19.16,7.32,0.1,144.13,0,0,0,0,0,1.0,Duplicate
813,Hamour Fish (Grouper),Protein,Palm-sized portion,99.11,18.73,3.33,0.2,105.39,0,0,0,0,0,0.5,Duplicate
814,Kiwi,Fruits,1 medium one,75.61,0.92,0.41,11.07,52.42,0,1,0,1,1,0.5,Duplicate
815,Fat-Free Milk,Dairy,1 cup,248.33,8.07,0.2,12.4,85.23,1,0,0,0,0,0.75,Duplicate
816,Broccoli,Vegetables,1 cup,89.0,2.66,0.3,6.17,39.87,0,0,0,0,0,0.0,Duplicate
817,Carrot,Vegetables,1 one,70.95,0.7,0.2,6.97,34.2,0,0,0,0,0,0.5,Duplicate
818,Cheese Bread,Grains,1 piece,67.05,4.77,11.95,29.05,242.92,1,1,1,1,0,0.0,Duplicate
819,Beetroot,Vegetables,Sliced (1/2 cup),66.11,1.07,0.1,6.56,32.85,0,0,0,0,0,0.0,Duplicate
820,Margarine (Unsalted),Fats and Oils,1 tsp,4.61,0.02,3.71,0.02,32.89,1,0,0,0,0,1.0,Duplicate
821,Grilled Gargafan Fish,Protein,Palm-sized portion,98.78,22.17,1.75,0.0,105.45,0,0,0,0,1,0.0,Duplicate
822,Canned Chicken,Protein,1 can,143.83,30.73,11.6,0.0,225.72,0,0,0,0,1,0.5,Duplicate
823,Fried Sheri Fish,Protein,Palm-sized portion,102.8,25.89,6.81,0.0,166.74,0,0,0,0,1,0.25,Duplicate
824,Taro,Vegetables,1 cup,101.64,1.63,0.2,27.81,118.47,0,0,0,0,0,1.0,Duplicate
825,Low-Fat Strawberry Yogurt,Dairy,1 cup,229.96,8.95,2.65,43.36,233.92,1,0,0,0,0,1.0,Duplicate
826,Cooked Pasta,Grains,1 cup,143.46,6.54,0.92,39.5,191.15,0,0,0,0,1,1.0,Duplicate
827,White Bread Roll,Grains,1 medium roll,28.21,0.0,0.0,0.0,0.0,1,1,1,1,0,0.0,Duplicate
828,Mayonnaise,Fats and Oils,1 tsp,14.94,0.13,4.8,3.52,59.67,0,0,0,0,0,0.5,Duplicate
829,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,28.11,5.83,8.24,0.68,101.62,1,0,0,0,0,0.75,Duplicate
830,Oatmeal Flour,Grains,2 tbsp,27.17,3.52,1.77,18.87,104.72,1,1,0,1,0,0.0,Duplicate
831,Cucumber,Vegetables,1 large piece,307.1,1.95,0.3,10.82,55.1,0,0,0,0,0,0.5,Duplicate
832,Figs,Fruits,1 medium one,50.61,0.4,0.21,9.39,40.75,0,1,0,1,1,0.0,Duplicate
833,Asparagus,Vegetables,1 cup,132.33,2.82,0.2,5.33,34.77,0,0,0,0,1,0.5,Duplicate
834,Fried Pigeon,Protein,Palm-sized portion,101.95,28.46,4.31,0.0,150.76,0,0,0,0,0,0.75,Duplicate
835,Oatmeal Flour,Grains,2 tbsp,28.0,3.51,1.77,18.42,104.98,1,1,0,1,0,0.0,Duplicate
836,Green Hot Pepper,Vegetables,1 piece,45.99,0.9,0.1,4.19,21.65,0,0,0,0,0,0.75,Duplicate
837,Sheri Fish (Emperor),Protein,Palm-sized portion,99.85,19.43,1.09,0.0,86.05,0,0,0,0,0,0.5,Duplicate
838,Purslane,Vegetables,1 cup,42.4,0.6,0.0,1.51,7.1,0,0,0,0,0,0.0,Duplicate
839,Margarine (Unsalted),Fats and Oils,1 tsp,4.63,0.02,3.7,0.02,32.53,1,0,0,0,0,0.5,Duplicate
840,Kingfish,Protein,Palm-sized portion,102.35,19.66,9.04,0.0,159.36,0,0,0,0,0,0.0,Duplicate
841,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,28.59,8.66,0.0,1.01,37.96,0,0,0,0,0,1.0,Duplicate
842,Banana Chips,Fruits,2 tbsp,28.03,0.58,9.23,15.99,148.99,0,1,0,1,1,0.0,Duplicate
843,White Bread,Grains,1/4 loaf,25.7,1.94,0.8,12.38,65.47,1,1,0,1,0,0.75,Duplicate
844,Mulberries,Fruits,1 cup,125.59,1.49,0.82,14.84,72.43,0,1,0,1,1,1.0,Duplicate
845,Red Hot Pepper,Vegetables,1 piece,43.8,0.82,0.21,4.09,21.87,0,0,0,0,0,0.0,Duplicate
846,Egg White,Protein,1 egg white,33.51,3.54,0.1,0.2,14.7,1,0,0,0,0,1.0,Duplicate
847,Pigeon,Protein,Palm-sized portion,101.96,21.69,3.3,0.0,118.21,0,0,0,0,0,0.25,Duplicate
848,Hard Goat Milk Cheese,Dairy,2 tbsp,28.66,8.44,9.81,0.58,122.39,1,0,0,0,0,0.25,Duplicate
849,Pigeon,Protein,Palm-sized portion,97.73,22.33,3.27,0.0,119.25,0,0,0,0,0,1.0,Duplicate
850,Asparagus,Vegetables,1 cup,134.27,2.93,0.2,5.22,35.26,0,0,0,0,1,0.0,Duplicate
851,Fried Kingfish,Protein,Palm-sized portion,99.35,27.15,12.11,0.0,219.05,0,0,0,0,1,0.25,Duplicate
852,Feta Cheese,Dairy,2 tbsp,27.18,3.96,6.16,1.1,73.92,0,0,0,0,0,0.25,Duplicate
853,Wheat Biscuit,Grains,1 piece,1.97,0.17,0.41,1.33,10.79,1,1,1,1,0,0.75,Duplicate
854,Grilled Safi Fish,Protein,Palm-sized portion,99.16,27.17,4.18,0.0,145.69,0,0,0,0,1,0.25,Duplicate
855,Hamour Fish (Grouper),Protein,Palm-sized portion,99.6,19.03,3.31,0.2,108.7,0,0,0,0,0,0.75,Duplicate
856,Medium-Soft Goat Milk Cheese,Dairy,2 tbsp,27.9,6.09,8.44,0.68,101.16,1,0,0,0,0,0.25,Duplicate
857,Quaker Oats prepared with water,Grains,1 cup,228.05,4.93,2.17,17.82,111.65,1,1,0,1,0,1.0,Duplicate
858,Wheat Grains/Berries,Grains,1 cup,194.69,0.0,0.0,0.0,1.16,1,1,0,1,0,0.0,Duplicate
859,Chickpeas (Hummus),Vegetables,1 tbsp,13.84,1.07,1.29,1.97,21.81,1,0,0,0,0,0.25,Duplicate
860,Butter Croissant,Grains,1 medium piece,55.77,4.59,12.28,26.19,232.32,1,1,0,1,0,1.0,Duplicate
861,Pigeon,Protein,Palm-sized portion,97.47,21.53,3.34,0.0,117.45,0,0,0,0,0,0.75,Duplicate
862,Sausage,Protein,1 piece,55.97,6.7,16.49,1.04,179.81,0,0,0,0,0,0.0,Duplicate
863,Dried Apricot,Fruits,1 cup (halves),63.96,2.18,0.29,40.17,173.84,0,1,0,1,1,0.0,Duplicate
864,Eggplant (Aubergine),Vegetables,1/2 cup,80.56,0.83,0.15,4.95,24.51,1,0,1,0,1,1.0,Duplicate
865,Garlic,Vegetables,3 cloves,9.18,0.59,0.0,2.95,15.67,0,0,0,0,0,1.0,Duplicate
866,Honey,Grains,1 tbsp,21.34,0.06,0.0,17.66,69.17,0,1,0,1,0,0.5,Duplicate
867,Sweet Potato,Vegetables,1 medium one,126.99,1.98,0.1,25.88,111.01,1,0,0,0,1,0.25,Duplicate
868,Banana,Fruits,1 medium one,120.73,1.28,0.4,27.27,116.37,0,1,0,1,1,0.75,Duplicate
869,Scrambled Egg with Milk,Protein,1 egg,60.83,6.81,7.42,1.28,98.5,1,0,1,0,0,0.25,Duplicate
870,Grated Parmesan Cheese,Dairy,1 tsp,4.87,1.94,1.39,0.21,19.93,0,0,0,0,0,0.0,Duplicate
871,Avocado,Fruits,1 cup (sliced),148.68,2.98,21.59,12.26,256.8,0,1,0,1,1,0.0,Duplicate
872,Fried Chicken Breast,Protein,1/2 small chicken breast,82.63,28.92,3.92,0.41,151.46,0,0,1,0,1,0.5,Duplicate
873,Evaporated Milk,Dairy,6 tbsp,100.59,6.99,7.94,9.74,138.53,1,0,0,0,0,0.25,Duplicate
874,Apple,Fruits,1 medium one,135.7,0.4,0.2,18.96,79.71,0,1,0,1,1,0.75,Duplicate
875,Red Snapper Fish,Protein,Palm-sized portion,86.24,22.08,1.42,0.0,100.78,0,0,0,0,1,0.0,Duplicate
876,Sausage,Protein,1 piece,57.7,7.02,16.55,1.02,179.86,0,0,0,0,0,1.0,Duplicate
877,Evaporated Milk,Dairy,6 tbsp,99.17,6.83,7.73,9.57,136.01,1,0,0,0,0,0.0,Duplicate
878,Quaker Oats,Grains,2.5 tbsp,40.56,6.96,3.24,24.76,154.8,1,1,0,1,0,0.75,Duplicate
879,French Bread (Baguette),Grains,1 small slice,31.1,3.8,0.61,17.77,93.76,1,1,0,1,0,0.75,Duplicate
880,Chicken Egg,Protein,1 egg,50.16,6.22,5.05,0.39,70.35,1,0,0,0,0,1.0,Duplicate
881,Mulberries,Fruits,1 cup,123.38,1.46,0.81,15.08,72.34,0,1,0,1,1,0.5,Duplicate
882,White Flour,Grains,1 cup,126.9,12.1,1.24,97.37,449.99,1,0,0,0,0,0.25,Duplicate
883,Goose Egg,Protein,1 egg,141.58,20.06,19.09,1.9,259.33,1,0,0,0,0,0.5,Duplicate
884,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,27.29,8.75,0.0,1.03,39.54,0,0,0,0,0,0.5,Duplicate
885,White Rice Flour,Grains,1 cup,159.2,9.52,2.22,123.08,551.14,1,1,0,1,0,0.5,Duplicate
886,Chicken Egg,Protein,1 egg,50.34,6.35,4.94,0.41,70.11,1,0,0,0,0,0.5,Duplicate
887,Parsley,Vegetables,10 sprigs,10.02,0.29,0.1,0.6,5.85,0,0,0,0,0,0.5,Duplicate
888,Sausage,Protein,1 piece,57.66,6.87,15.82,1.05,175.48,0,0,0,0,0,0.5,Duplicate
889,Salted Cracker/Biscuit,Grains,1 piece,3.08,0.22,0.74,1.8,15.83,1,1,0,1,0,0.5,Duplicate
890,Boiled Ground Beef,Protein,2 tbsp,85.14,20.73,17.25,0.0,239.51,1,0,0,0,1,1.0,Duplicate
891,Red Radish,Vegetables,Sliced (1/2 cup),56.57,0.39,0.1,2.05,12.08,0,0,0,0,0,1.0,Duplicate
892,Banana Chips,Fruits,2 tbsp,28.45,0.6,9.43,16.38,151.07,0,1,0,1,1,0.5,Duplicate
893,Yogurt,Dairy,1/3 cup,101.48,3.15,2.67,5.5,58.31,1,0,0,0,0,0.25,Duplicate
894,Brown Rice Flour,Grains,1 cup,160.8,11.21,4.42,120.87,566.28,1,1,0,1,0,0.0,Duplicate
895,Apple,Fruits,1 medium one,134.7,0.39,0.2,19.63,80.6,0,1,0,1,1,0.0,Duplicate
896,Low-Fat Milk,Dairy,1 cup,241.47,8.29,4.91,11.55,124.55,1,0,0,0,0,0.25,Duplicate
897,Leek (Greens),Vegetables,1 bunch (1 cup),90.56,1.26,0.31,12.96,61.0,1,0,0,0,0,0.5,Duplicate
898,Onion,Vegetables,1 cup (chopped),163.89,1.83,0.21,15.11,69.34,0,0,0,0,0,0.0,Duplicate
899,Brown Sugar,Grains,1 tsp,2.95,0.0,0.0,2.85,13.08,1,1,0,1,0,0.0,Duplicate
900,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,97.83,19.89,3.67,0.4,113.4,1,0,0,0,1,0.5,Duplicate
