No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
3562,French Bread (Baguette),Grains,1 small slice,32.39,3.73,0.62,17.91,91.07,1,1,0,1,0,0.75,Duplicate
3563,Cottage Cheese < 5% Fat,Dairy,1 cup,221.88,22.74,0.71,15.39,157.23,1,0,0,0,0,1.0,Duplicate
3564,White Flour,Grains,1 cup,122.82,12.13,1.25,93.56,434.23,1,0,0,0,0,1.0,Duplicate
3565,Fried Egg,Protein,1 egg,46.9,6.41,7.07,0.41,90.51,1,0,0,0,0,0.25,Duplicate
3566,Scrambled Egg with Milk,Protein,1 egg,60.6,6.63,7.44,1.26,98.94,1,0,1,0,0,0.75,Duplicate
3567,Cucumber,Vegetables,1 large piece,308.02,1.97,0.3,10.92,54.95,0,0,0,0,0,0.0,Duplicate
3568,Chicken Egg,Protein,1 egg,50.01,6.32,5.04,0.39,71.88,1,0,0,0,0,0.75,Duplicate
3569,Oatmeal Bread,Grains,1 small slice,27.69,2.32,1.19,13.43,74.84,1,1,0,1,0,1.0,Duplicate
3570,Fat-Free Cream Cheese,Dairy,2 tbsp,28.2,4.35,0.3,2.13,27.63,1,0,0,0,0,0.75,Duplicate
3571,Sweetened Corn Flakes,Grains,1 cup,38.86,1.98,0.55,33.61,147.91,1,1,0,1,0,0.25,Duplicate
3572,Palm Oil,Fats and Oils,1 tsp,13.57,0.0,13.69,0.0,121.56,0,0,0,0,0,0.5,Duplicate
3573,Sour Pickled Cucumber,Vegetables,1 slice,7.19,0.02,0.01,0.16,0.2,0,0,0,0,0,0.5,Duplicate
3574,Cheddar Cheese,Dairy,2 tbsp,27.32,6.8,9.39,0.41,112.43,0,0,0,0,0,1.0,Duplicate
3575,Cooked Veal,Protein,3 small pieces,82.64,23.59,8.07,0.0,167.05,0,0,0,0,1,0.0,Duplicate
3576,Brown Bread Roll,Grains,1 medium roll,36.35,0.0,0.0,0.0,0.0,1,1,1,1,0,1.0,Duplicate
3577,Sweetened Corn Flakes,Grains,1 cup,38.94,2.05,0.52,33.86,147.58,1,1,0,1,0,0.0,Duplicate
3578,Toast Cubes,Grains,1 cup,29.17,3.66,1.96,22.12,122.56,1,1,0,1,0,0.25,Duplicate
3579,Sour Cherries,Fruits,1 cup,105.29,1.03,0.29,12.52,57.9,0,1,0,1,1,1.0,Duplicate
3580,Safi Fish (Rabbitfish),Protein,Palm-sized portion,98.11,19.07,7.19,0.1,142.48,0,0,0,0,0,0.75,Duplicate
3581,Pear,Fruits,1 medium one,161.61,0.6,0.2,26.25,109.32,0,1,0,1,1,1.0,Duplicate
3582,Low-Fat Vanilla Yogurt,Dairy,1 cup,224.04,10.96,2.79,30.82,191.41,1,0,0,0,0,0.0,Duplicate
3583,Pigeon without Skin,Protein,Palm-sized portion,83.36,15.12,6.59,0.0,119.44,0,0,0,0,0,0.5,Duplicate
3584,Frozen Peas,Vegetables,1 cup,61.15,1.75,0.1,4.66,27.82,1,0,0,0,0,0.0,Duplicate
3585,Coriander (Cilantro),Vegetables,9 sprigs,20.44,0.4,0.1,0.7,5.3,0,0,0,0,0,0.25,Duplicate
3586,Corn Bran,Grains,1 cup,74.84,6.21,0.71,63.41,285.55,1,1,0,1,0,0.5,Duplicate
3587,Plain Cake (Muffin),Grains,1 large size,63.69,4.57,7.24,27.05,191.14,1,1,0,1,0,0.75,Duplicate
3588,Orange Peel,Fruits,1 tsp,6.08,0.1,0.0,1.53,8.2,0,1,0,1,1,0.25,Duplicate
3589,Taro,Vegetables,1 cup,101.88,1.64,0.2,27.11,115.97,0,0,0,0,0,1.0,Duplicate
3590,Eggplant (Aubergine),Vegetables,1/2 cup,80.24,0.82,0.15,5.05,23.98,1,0,1,0,1,0.0,Duplicate
3591,Brown Rice Flour,Grains,1 cup,159.11,11.53,4.49,120.21,568.56,1,1,0,1,0,0.25,Duplicate
3592,White Bread,Grains,1/4 loaf,25.53,1.87,0.81,12.69,67.14,1,1,0,1,0,0.5,Duplicate
3593,Soft Goat Milk Cheese,Dairy,2 tbsp,28.46,5.33,5.76,0.2,74.12,1,0,0,0,0,0.75,Duplicate
3594,Hamour with Rice,Protein,1/2 cup,101.12,26.95,3.22,0.0,135.69,0,0,0,0,1,1.0,Duplicate
3595,Low-Fat Chocolate Milk,Dairy,1 cup,246.13,7.59,4.88,31.09,197.16,1,0,0,0,0,0.0,Duplicate
3596,Corn Oil,Fats and Oils,1 tsp,13.59,0.0,13.53,0.0,120.83,0,0,0,0,0,1.0,Duplicate
3597,Cucumber,Vegetables,1 large piece,294.12,2.04,0.3,11.2,55.53,0,0,0,0,0,1.0,Duplicate
3598,Roasted Duck with Skin,Protein,Palm-sized portion,85.19,16.12,24.26,0.0,280.95,1,0,0,0,1,0.0,Duplicate
3599,Grape Leaves,Vegetables,1 cup,14.19,0.79,0.3,2.35,14.76,0,0,0,0,0,0.75,Duplicate
3600,White Rice Flour,Grains,1 cup,154.27,9.52,2.24,125.25,561.17,1,1,0,1,0,1.0,Duplicate
3601,Onion,Vegetables,1 cup (chopped),161.23,1.8,0.19,14.65,68.79,0,0,0,0,0,0.5,Duplicate
3602,Strawberry Milk,Dairy,1 cup,263.82,7.82,8.37,31.94,235.11,1,0,0,0,0,0.0,Duplicate
3603,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,28.0,8.84,0.0,1.03,40.75,0,0,0,0,0,0.0,Duplicate
3604,Full-Fat Milk,Dairy,1/3 cup,101.79,3.46,2.99,5.45,63.81,0,0,0,0,0,0.25,Duplicate
3605,Papaya,Fruits,1 medium one,310.05,1.91,0.41,29.98,130.24,0,1,0,1,1,0.0,Duplicate
3606,Cheddar Cheese,Dairy,2 tbsp,28.44,7.2,9.29,0.39,112.31,0,0,0,0,0,0.25,Duplicate
3607,Egg Yolk,Protein,1 egg yolk,17.48,2.73,4.59,0.6,53.34,1,0,0,0,0,1.0,Duplicate
3608,Coriander (Cilantro),Vegetables,9 sprigs,19.91,0.41,0.1,0.69,5.12,0,0,0,0,0,0.25,Duplicate
3609,Hard Goat Milk Cheese,Dairy,2 tbsp,28.15,8.53,9.87,0.59,126.76,1,0,0,0,0,0.75,Duplicate
3610,Hamour with Rice,Protein,1/2 cup,98.71,27.0,3.24,0.0,138.95,0,0,0,0,1,0.5,Duplicate
3611,Yellow Beans,Vegetables,1 cup,173.22,15.95,1.92,45.7,265.42,1,0,0,0,0,1.0,Duplicate
3612,Sweetened Corn Flakes,Grains,1 cup,37.15,2.06,0.54,33.94,148.74,1,1,0,1,0,0.0,Duplicate
3613,Garlic,Vegetables,3 cloves,9.19,0.59,0.0,3.0,13.05,0,0,0,0,0,1.0,Duplicate
3614,Cooked Oatmeal,Grains,1 cup,236.35,5.46,3.15,27.84,161.53,1,1,0,1,0,0.75,Duplicate
3615,Boiled Egg,Protein,1 egg,49.5,6.19,5.15,0.6,75.0,1,0,0,0,0,1.0,Duplicate
3616,Goat's Milk,Dairy,1 cup,246.11,8.71,9.94,11.18,168.15,0,0,0,0,0,0.5,Duplicate
3617,Red Hot Pepper,Vegetables,1 piece,44.58,0.78,0.2,4.01,21.86,0,0,0,0,0,0.25,Duplicate
3618,Canned Salmon,Protein,Palm-sized portion,86.42,17.84,6.07,0.0,125.53,0,0,0,0,0,0.75,Duplicate
3619,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,101.09,20.44,3.72,0.4,115.51,1,0,0,0,1,0.25,Duplicate
3620,Celery,Vegetables,1 medium stalk,39.68,0.3,0.1,1.17,8.49,0,0,0,0,0,0.0,Duplicate
3621,Cheese Biscuit,Grains,1 piece,0.99,0.1,0.24,0.58,4.9,1,1,1,1,0,0.5,Duplicate
3622,Oatmeal Flour,Grains,2 tbsp,27.78,3.62,1.85,19.09,107.14,1,1,0,1,0,1.0,Duplicate
3623,Pineapple,Fruits,1 cup (chunks),159.62,0.8,0.2,20.04,86.44,0,1,0,1,1,0.75,Duplicate
3624,Halloumi Cheese,Dairy,1 cup,102.61,16.3,29.96,8.17,367.98,0,0,0,0,0,0.0,Duplicate
3625,Broasted Chicken Breast,Protein,1/2 small chicken breast,82.51,25.77,3.03,0.0,132.18,1,0,1,0,1,0.5,Duplicate
3626,White Bread,Grains,1/4 loaf,25.17,1.89,0.79,12.95,66.71,1,1,0,1,0,0.25,Duplicate
3627,Sour Pickled Cucumber,Vegetables,1 slice,7.14,0.02,0.01,0.16,0.0,0,0,0,0,0,0.0,Duplicate
3628,Cream Cheese,Dairy,2 tbsp,14.82,0.88,5.21,0.61,52.72,0,0,0,0,0,0.5,Duplicate
3629,Garlic,Vegetables,3 cloves,9.08,0.61,0.0,2.94,14.82,0,0,0,0,0,0.0,Duplicate
3630,Bran Bread,Grains,1/4 loaf,35.09,3.13,1.2,17.21,90.68,1,1,0,1,0,0.5,Duplicate
3631,Eggplant (Aubergine),Vegetables,1/2 cup,81.53,0.84,0.15,4.93,24.44,1,0,1,0,1,1.0,Duplicate
3632,Cucumber,Vegetables,1 large piece,296.63,1.96,0.3,10.9,53.58,0,0,0,0,0,0.0,Duplicate
3633,Scrambled Egg with Milk,Protein,1 egg,62.61,6.87,7.41,1.33,99.74,1,0,1,0,0,0.25,Duplicate
3634,Omelette,Protein,1 egg,61.86,6.65,7.11,0.41,91.31,1,0,0,0,0,1.0,Duplicate
3635,Boiled Ground Beef,Protein,2 tbsp,84.43,21.0,17.87,0.0,243.73,1,0,0,0,1,0.25,Duplicate
3636,Wheat Biscuit,Grains,1 piece,2.0,0.17,0.42,1.3,9.01,1,1,1,1,0,1.0,Duplicate
3637,Cheese Croissant,Grains,1 medium piece,57.47,5.22,11.7,26.33,230.8,1,1,1,1,0,0.75,Duplicate
3638,Baby Carrot,Vegetables,1 medium one,10.06,0.1,0.0,0.81,1.79,0,0,0,0,0,0.5,Duplicate
3639,Sweet Potato,Vegetables,1 medium one,132.29,2.0,0.1,26.23,112.21,1,0,0,0,1,0.75,Duplicate
3640,Soybean,Vegetables,1 cup,170.65,28.36,15.52,17.52,324.93,1,0,0,0,0,0.75,Duplicate
3641,Canned Tuna Fish,Protein,Palm-sized portion,83.99,21.24,0.69,0.0,91.24,0,0,0,0,0,1.0,Duplicate
3642,Parsley,Vegetables,10 sprigs,10.22,0.3,0.1,0.59,3.59,0,0,0,0,0,0.5,Duplicate
3643,Labneh (Strained Yogurt),Dairy,1 cup,100.15,13.01,10.76,1.01,152.99,1,0,0,0,0,0.0,Duplicate
3644,Canned Olive,Vegetables,1 piece,8.41,0.08,0.56,0.46,7.54,0,0,0,0,0,1.0,Duplicate
3645,Sweet Cherries,Fruits,1 cup,118.65,1.17,0.2,18.54,78.87,0,1,0,1,1,0.0,Duplicate
3646,Bread Crumbs,Grains,1 cup,109.32,14.15,5.7,76.6,413.81,1,1,0,1,0,1.0,Duplicate
3647,Turnip,Vegetables,1 cup sliced,65.91,2.24,0.49,6.73,39.7,0,0,0,0,0,0.5,Duplicate
3648,Cooked Pigeon,Protein,Palm-sized portion,85.3,20.48,10.89,0.0,180.79,0,0,0,0,0,0.25,Duplicate
3649,Rice (cooked),Grains,1 cup,160.08,4.22,0.44,43.76,195.1,1,1,0,1,0,0.5,Duplicate
3650,Low-Fat Vanilla Yogurt,Dairy,1 cup,222.13,11.44,2.81,31.96,199.13,1,0,0,0,0,1.0,Duplicate
3651,Eggplant (Aubergine),Vegetables,1/2 cup,80.36,0.85,0.15,4.95,25.21,1,0,1,0,1,1.0,Duplicate
3652,Grilled Meed Fish,Protein,Palm-sized portion,98.7,24.67,10.72,0.0,197.03,0,0,1,0,1,0.5,Duplicate
3653,White Flour,Grains,1 cup,126.87,12.51,1.26,94.55,437.62,1,0,0,0,0,1.0,Duplicate
3654,Spinach,Vegetables,1 cup,29.67,0.93,0.1,1.13,10.74,1,0,0,0,0,0.25,Duplicate
3655,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.83,6.2,6.27,0.62,84.89,0,0,0,0,0,0.0,Duplicate
3656,Low-Fat Yogurt,Dairy,1 cup,232.95,11.7,3.53,16.1,143.74,1,0,0,0,0,0.5,Duplicate
3657,Quail Egg,Protein,1 egg,8.98,1.22,1.01,0.0,15.93,1,0,0,0,0,0.5,Duplicate
3658,Lupin Beans,Vegetables,1 cup,169.24,26.29,4.81,16.73,216.66,1,0,1,0,1,0.0,Duplicate
3659,Dried Apple,Fruits,1 slice,98.26,0.9,0.3,63.44,258.17,0,1,0,1,1,1.0,Duplicate
3660,Mushroom,Vegetables,Sliced (1 cup),70.61,2.15,0.2,2.26,20.99,0,0,0,0,0,0.75,Duplicate
3661,Cheese Bread,Grains,1 piece,66.89,4.62,12.11,29.6,244.47,1,1,1,1,0,0.25,Duplicate
3662,Boiled Egg,Protein,1 egg,50.86,6.39,5.22,0.6,74.17,1,0,0,0,0,0.25,Duplicate
3663,Dates,Fruits,4 pieces,32.69,0.82,0.1,23.67,98.51,0,1,0,1,1,0.0,Duplicate
3664,Honey,Grains,1 tbsp,21.22,0.06,0.0,17.11,67.9,0,1,0,1,0,0.75,Duplicate
3665,Blackberries,Fruits,1 cup,144.12,2.06,0.69,14.14,71.48,0,1,0,1,1,0.25,Duplicate
3666,Canned Sweetened Condensed Milk,Dairy,2 tbsp,37.62,2.94,3.21,20.99,123.1,1,0,0,0,0,0.5,Duplicate
3667,Ta'ameya (Falafel),Vegetables,1 piece,17.18,2.34,2.98,5.26,55.81,1,0,0,0,0,0.25,Duplicate
3668,Grilled Meed Fish,Protein,Palm-sized portion,97.2,24.75,10.73,0.0,197.51,0,0,1,0,1,0.5,Duplicate
3669,Honey,Grains,1 tbsp,21.12,0.06,0.0,16.91,69.12,0,1,0,1,0,0.75,Duplicate
3670,Dried Egg,Protein,1 tsp,5.14,2.34,2.25,0.1,30.6,1,0,0,0,0,0.25,Duplicate
3671,Green Hot Pepper,Vegetables,1 piece,45.18,0.92,0.1,4.24,21.22,0,0,0,0,0,0.75,Duplicate
3672,Grilled Meed Fish,Protein,Palm-sized portion,100.72,23.7,10.79,0.0,193.12,0,0,1,0,1,0.5,Duplicate
3673,Apple,Fruits,1 medium one,135.44,0.4,0.2,19.13,80.88,0,1,0,1,1,0.0,Duplicate
3674,Broccoli,Vegetables,1 cup,89.11,2.61,0.3,6.09,38.48,0,0,0,0,0,0.25,Duplicate
3675,Duck Egg,Protein,1 egg,68.6,8.76,9.76,1.0,128.46,1,0,0,0,0,0.25,Duplicate
3676,Grilled Safi Fish,Protein,Palm-sized portion,100.32,27.99,4.37,0.0,150.05,0,0,0,0,1,0.0,Duplicate
3677,Strawberry Milk,Dairy,1 cup,267.68,7.88,8.21,32.27,235.48,1,0,0,0,0,1.0,Duplicate
3678,Canned Olive,Vegetables,1 piece,8.38,0.08,0.56,0.48,6.69,0,0,0,0,0,0.25,Duplicate
3679,Vegetable Salad,Vegetables,1 cup,100.91,0.96,1.89,4.5,39.24,0,0,1,0,0,1.0,Duplicate
3680,Cheese Bread,Grains,1 piece,64.63,4.79,11.9,28.73,240.33,1,1,1,1,0,0.25,Duplicate
3681,Oatmeal Bread with Bran,Grains,1 small slice,30.01,3.03,1.34,11.95,70.12,1,1,1,1,0,0.5,Duplicate
3682,Wheat Bran,Grains,1 cup,57.54,9.17,2.48,36.73,206.26,1,1,0,1,0,0.25,Duplicate
3683,Corn Flakes,Grains,1 cup,167.76,15.51,8.02,123.2,626.32,1,1,0,1,0,0.75,Duplicate
3684,Cheddar Cheese,Dairy,2 tbsp,27.48,7.0,9.28,0.39,114.6,0,0,0,0,0,0.25,Duplicate
3685,Strawberry Milk,Dairy,1 cup,270.12,8.16,8.42,32.09,238.44,1,0,0,0,0,0.0,Duplicate
3686,Brown Sugar,Grains,1 tsp,3.02,0.0,0.0,2.85,12.18,1,1,0,1,0,0.25,Duplicate
3687,Honey,Grains,1 tbsp,21.22,0.06,0.0,17.01,67.41,0,1,0,1,0,0.0,Duplicate
3688,Cucumber,Vegetables,1 large piece,307.87,1.97,0.3,10.6,52.04,0,0,0,0,0,0.25,Duplicate
3689,Palm Oil,Fats and Oils,1 tsp,13.74,0.0,13.84,0.0,125.09,0,0,0,0,0,0.25,Duplicate
3690,Green Beans,Vegetables,1 cup,106.75,1.95,0.1,8.02,42.17,1,0,0,0,1,1.0,Duplicate
3691,Leek (Greens),Vegetables,4 tsp,39.84,1.03,0.0,6.67,31.01,1,0,0,0,0,0.5,Duplicate
3692,Sheep's Milk,Dairy,1 cup,248.19,15.01,17.04,13.07,266.91,1,0,0,0,0,1.0,Duplicate
3693,Cauliflower,Vegetables,1 cup,98.18,2.03,0.1,5.34,30.0,0,0,0,0,1,0.75,Duplicate
3694,Turkey Egg,Protein,1 egg,80.43,10.6,9.52,0.92,130.62,1,0,0,0,0,0.0,Duplicate
3695,Cooked Quail,Protein,Palm-sized portion,83.47,21.24,12.22,0.0,195.16,0,0,0,0,1,0.0,Duplicate
3696,Goose Egg,Protein,1 egg,145.82,19.91,19.27,1.94,259.25,1,0,0,0,0,0.25,Duplicate
3697,Tabbouleh,Vegetables,2 tbsp,27.87,1.01,1.95,2.05,30.45,0,0,0,0,1,0.0,Duplicate
3698,Fried Chicken Breast,Protein,1/2 small chicken breast,84.25,27.87,4.05,0.42,148.4,0,0,1,0,1,0.0,Duplicate
3699,French Bread (Baguette),Grains,1 small slice,32.72,3.69,0.59,18.38,93.03,1,1,0,1,0,0.0,Duplicate
3700,Meed Fish (Silver Biddy),Protein,Palm-sized portion,98.21,17.91,16.37,0.0,218.34,0,0,0,0,0,0.5,Duplicate
3701,Salted Cracker/Biscuit,Grains,1 piece,3.0,0.22,0.76,1.83,14.93,1,1,0,1,0,0.0,Duplicate
3702,Roasted Duck with Skin,Protein,Palm-sized portion,86.25,15.78,24.19,0.0,279.37,1,0,0,0,1,1.0,Duplicate
3703,Cheddar Cheese,Dairy,2 tbsp,27.44,7.17,9.25,0.41,112.35,0,0,0,0,0,0.0,Duplicate
3704,Corn Flour,Grains,1 cup,117.04,0.0,0.2,0.0,1.79,0,0,0,0,0,1.0,Duplicate
3705,Cooked Veal,Protein,3 small pieces,84.32,24.08,7.97,0.0,168.43,0,0,0,0,1,0.25,Duplicate
3706,Boiled Egg,Protein,1 egg,51.28,6.26,5.35,0.59,73.82,1,0,0,0,0,0.0,Duplicate
3707,Brown Sugar,Grains,1 tsp,2.93,0.0,0.0,2.94,10.85,1,1,0,1,0,0.0,Duplicate
3708,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,99.1,17.48,10.71,0.0,166.57,0,0,0,0,0,0.5,Duplicate
3709,Garlic,Vegetables,3 cloves,9.05,0.61,0.0,3.04,12.97,0,0,0,0,0,0.75,Duplicate
3710,Cheddar Cheese,Dairy,2 tbsp,27.75,7.18,9.53,0.39,114.55,0,0,0,0,0,0.75,Duplicate
3711,Papaya,Fruits,1 medium one,312.0,1.89,0.41,29.83,132.0,0,1,0,1,1,0.5,Duplicate
3712,Orange Peel,Fruits,1 tsp,6.05,0.1,0.0,1.52,5.8,0,1,0,1,1,1.0,Duplicate
3713,Red Hot Pepper,Vegetables,1 piece,44.99,0.81,0.2,4.06,19.78,0,0,0,0,0,1.0,Duplicate
3714,Lemon,Fruits,1 medium one,58.21,0.6,0.2,5.43,24.79,0,1,0,1,1,0.25,Duplicate
3715,Bran Bread,Grains,1/4 loaf,36.84,3.2,1.21,16.91,89.93,1,1,0,1,0,0.75,Duplicate
3716,Banana Chips,Fruits,2 tbsp,28.27,0.6,9.25,16.78,152.25,0,1,0,1,1,0.25,Duplicate
3717,Fat-Free Chocolate Yogurt,Dairy,1 cup,226.26,7.99,0.0,54.56,251.12,1,0,0,0,0,0.25,Duplicate
3718,Cooked Meat Liver,Protein,4 medium pieces,86.42,23.39,6.68,6.49,178.08,0,0,0,0,1,0.75,Duplicate
3719,Sheri Fish (Emperor),Protein,Palm-sized portion,101.62,19.94,1.13,0.0,91.54,0,0,0,0,0,0.75,Duplicate
3720,Full-Fat Milk,Dairy,1/3 cup,102.08,3.53,3.0,5.52,61.74,0,0,0,0,0,0.75,Duplicate
3721,Tomato,Vegetables,1 medium one,123.46,1.08,0.2,4.68,25.17,0,0,0,0,0,0.0,Duplicate
3722,Rice (cooked),Grains,1 cup,162.7,4.17,0.45,45.71,203.98,1,1,0,1,0,0.25,Duplicate
3723,Banana Chips,Fruits,2 tbsp,28.08,0.59,9.12,16.12,149.09,0,1,0,1,1,0.75,Duplicate
3724,Cottage Cheese < 5% Fat,Dairy,1 cup,231.97,23.89,0.69,15.49,162.15,1,0,0,0,0,0.0,Duplicate
3725,Pear,Fruits,1 medium one,167.04,0.59,0.2,26.32,110.19,0,1,0,1,1,0.0,Duplicate
3726,Kingfish,Protein,Palm-sized portion,100.25,19.05,9.24,0.0,157.91,0,0,0,0,0,0.75,Duplicate
3727,Low-Fat Chocolate Milk,Dairy,1 cup,245.16,7.61,4.94,30.91,196.96,1,0,0,0,0,1.0,Duplicate
3728,Coriander (Cilantro),Vegetables,9 sprigs,20.07,0.4,0.1,0.68,4.66,0,0,0,0,0,0.75,Duplicate
3729,French Bread (Baguette),Grains,1 small slice,31.58,3.89,0.6,18.03,92.54,1,1,0,1,0,0.5,Duplicate
3730,Cooked Pasta,Grains,1 cup,136.2,6.48,0.92,39.37,190.41,0,0,0,0,1,1.0,Duplicate
3731,Boiled Egg,Protein,1 egg,49.14,6.34,5.4,0.59,77.27,1,0,0,0,0,1.0,Duplicate
3732,Celery,Vegetables,1 medium stalk,39.11,0.3,0.1,1.22,6.47,0,0,0,0,0,0.0,Duplicate
3733,Soft Goat Milk Cheese,Dairy,2 tbsp,27.93,5.35,5.76,0.2,74.18,1,0,0,0,0,0.0,Duplicate
3734,Taro,Vegetables,1 cup,107.04,1.61,0.19,26.88,116.95,0,0,0,0,0,0.25,Duplicate
3735,Dried Apricot,Fruits,1 cup (halves),65.96,2.14,0.3,39.9,171.36,0,1,0,1,1,0.75,Duplicate
3736,Fried Kingfish,Protein,Palm-sized portion,101.69,26.71,11.65,0.0,212.27,0,0,0,0,1,1.0,Duplicate
3737,Fried Shrimp,Protein,3-4 medium pieces,83.69,17.77,10.2,9.58,202.71,0,0,1,0,1,0.25,Duplicate
3738,Low-Fat Vanilla Yogurt,Dairy,1 cup,228.14,11.0,2.81,30.69,190.89,1,0,0,0,0,1.0,Duplicate
3739,Celery,Vegetables,1 medium stalk,39.43,0.31,0.1,1.18,6.41,0,0,0,0,0,1.0,Duplicate
3740,Kiwi,Fruits,1 medium one,75.05,0.91,0.4,11.01,49.56,0,1,0,1,1,0.0,Duplicate
3741,Boiled Ground Beef,Protein,2 tbsp,83.87,19.98,17.86,0.0,242.36,1,0,0,0,1,1.0,Duplicate
3742,Spinach,Vegetables,1 cup,30.6,0.88,0.1,1.09,9.89,1,0,0,0,0,0.75,Duplicate
3743,Cheese Biscuit,Grains,1 piece,1.01,0.1,0.25,0.59,5.95,1,1,1,1,0,0.0,Duplicate
3744,Chicken,Protein,Palm-sized portion,82.46,18.57,2.58,0.0,95.94,0,0,0,0,1,1.0,Duplicate
3745,Blackberries,Fruits,1 cup,141.2,2.06,0.7,13.6,67.08,0,1,0,1,1,0.75,Duplicate
3746,Sweet Potato,Vegetables,1 medium one,127.91,1.98,0.1,26.73,115.77,1,0,0,0,1,0.0,Duplicate
3747,Hamour Fish (Grouper),Protein,Palm-sized portion,99.58,19.0,3.34,0.2,106.91,0,0,0,0,0,0.25,Duplicate
3748,Yellow Beans,Vegetables,1 cup,172.59,16.34,1.85,43.86,256.41,1,0,0,0,0,0.0,Duplicate
3749,Strawberry Milk,Dairy,1 cup,266.9,8.09,8.08,32.93,236.5,1,0,0,0,0,0.75,Duplicate
3750,Feta Cheese,Dairy,2 tbsp,27.7,4.01,6.08,1.1,75.47,0,0,0,0,0,0.25,Duplicate
3751,Beans (General),Vegetables,1 cup,181.03,15.43,0.89,40.89,233.39,0,0,0,0,0,0.75,Duplicate
3752,Sour Cherries,Fruits,1 cup,103.77,1.0,0.31,12.56,58.11,0,1,0,1,1,0.5,Duplicate
3753,Nectarine,Fruits,1 medium one,135.28,1.42,0.4,14.41,68.61,0,1,0,1,1,0.25,Duplicate
3754,Corn Oil,Fats and Oils,1 tsp,13.57,0.0,13.26,0.0,120.14,0,0,0,0,0,0.0,Duplicate
3755,Boiled Egg,Protein,1 egg,49.15,6.43,5.34,0.6,77.84,1,0,0,0,0,0.75,Duplicate
3756,Canned Salmon,Protein,Palm-sized portion,82.68,17.62,6.3,0.0,126.38,0,0,0,0,0,1.0,Duplicate
3757,Cooked Oats,Grains,1 cup,225.33,6.87,1.87,24.35,142.72,1,1,0,1,0,0.5,Duplicate
3758,Green Peas,Vegetables,1 cup,158.54,8.47,0.39,25.66,139.35,1,0,0,0,0,0.0,Duplicate
3759,Garlic,Vegetables,3 cloves,8.9,0.6,0.0,2.99,15.76,0,0,0,0,0,0.25,Duplicate
3760,Dried Pear,Fruits,10 halves,171.21,3.23,1.13,119.1,497.51,0,1,0,1,1,0.0,Duplicate
3761,Grated Parmesan Cheese,Dairy,1 tsp,5.1,1.95,1.4,0.2,21.43,0,0,0,0,0,0.0,Duplicate
3762,Fried Chicken Thigh,Protein,1 medium chicken thigh,86.75,18.32,13.86,7.38,228.38,0,0,1,0,1,1.0,Duplicate
3763,Butter Croissant,Grains,1 medium piece,55.59,4.76,11.72,25.78,226.9,1,1,0,1,0,0.25,Duplicate
3764,Low-Fat Strawberry Yogurt,Dairy,1 cup,229.53,9.05,2.65,42.29,230.04,1,0,0,0,0,0.25,Duplicate
3765,White Bread,Grains,1/4 loaf,24.32,1.85,0.8,12.86,65.75,1,1,0,1,0,0.25,Duplicate
3766,Cucumber,Vegetables,1 large piece,309.61,1.95,0.29,10.7,54.33,0,0,0,0,0,1.0,Duplicate
3767,Pigeon,Protein,Palm-sized portion,102.03,21.47,3.31,0.0,114.52,0,0,0,0,0,0.25,Duplicate
3768,Cranberries,Fruits,1 cup,94.41,0.41,0.1,11.66,48.12,0,1,0,1,1,0.25,Duplicate
3769,Quaker Oats,Grains,2.5 tbsp,39.74,6.74,3.2,25.46,157.46,1,1,0,1,0,0.25,Duplicate
3770,Fat-Free Cream Cheese,Dairy,2 tbsp,27.24,4.29,0.3,2.12,28.62,1,0,0,0,0,1.0,Duplicate
3771,Honey,Grains,1 tbsp,21.17,0.06,0.0,17.33,69.16,0,1,0,1,0,0.75,Duplicate
3772,Cooked Quail,Protein,Palm-sized portion,85.92,21.05,11.8,0.0,190.42,0,0,0,0,1,0.0,Duplicate
3773,White Flour,Grains,1 cup,127.36,12.07,1.22,98.06,453.24,1,0,0,0,0,0.5,Duplicate
3774,Cooked Noodles,Grains,1 cup,160.58,7.7,2.41,39.46,210.05,0,1,1,1,1,1.0,Duplicate
3775,Fat-Free Milk,Dairy,1 cup,246.35,8.23,0.19,12.55,84.73,1,0,0,0,0,1.0,Duplicate
3776,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,101.97,17.54,10.37,0.0,161.77,0,0,0,0,0,1.0,Duplicate
3777,Low-Fat Mozzarella Cheese,Dairy,2 tbsp,28.57,6.77,4.57,0.81,70.02,0,0,0,0,0,0.0,Duplicate
3778,Cheese Croissant,Grains,1 medium piece,55.87,5.19,11.93,27.16,238.44,1,1,1,1,0,0.0,Duplicate
3779,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,27.49,6.03,6.3,0.6,84.37,0,0,0,0,0,1.0,Duplicate
3780,Hamour Fish (Grouper),Protein,Palm-sized portion,98.31,19.54,3.45,0.2,110.44,0,0,0,0,0,0.5,Duplicate
